date,exdate,cp_flag,delta,IV,time_to_maturity,Close,Log_return,ttm_days,RV,VRP
2018-10-29,2018-11-30,1,-0.499892,0.560364,0.0876712328767123,22.323333740234375,-0.0448020993308614,32,0.5509615118382841,0.0094024881617158
2018-10-30,2018-11-30,0,0.49924,0.568912,0.084931506849315,21.99333381652832,-0.0146230726721549,31,0.5515666445460177,0.0173453554539823
2018-10-31,2018-11-23,1,-0.492736,0.5434,0.0630136986301369,22.488000869750977,-0.0168599499197107,23,0.5121572563292617,0.0312427436707383
2018-11-01,2018-11-23,1,-0.502882,0.519427,0.0602739726027397,22.95199966430664,-0.0168686486291173,22,0.5116645983011386,0.0077624016988613
2018-11-02,2018-11-30,1,-0.497599,0.509211,0.0767123287671232,23.0939998626709,-0.0306080828275571,28,0.4693246323254604,0.0398863676745395
2018-11-05,2018-11-30,0,0.499166,0.523315,0.0684931506849315,22.760000228881836,-0.0174509793674242,25,0.4869334199639323,0.0363815800360676
2018-11-06,2018-12-07,1,-0.49741,0.507802,0.084931506849315,22.737333297729492,-0.0136761322801761,31,0.4457969281759918,0.0620050718240081
2018-11-07,2018-12-14,0,0.501305,0.489735,0.1013698630136986,23.21066665649414,-0.0405300087695007,37,0.517840555005186,-0.028105555005186
2018-11-08,2018-12-07,1,-0.500239,0.488236,0.0794520547945205,23.426666259765625,-0.04608376548838,29,0.4782086000489779,0.010027399951022
2018-11-09,2018-12-14,1,-0.497379,0.499668,0.0958904109589041,23.367332458496097,-0.0085473332248014,35,0.4391335762323581,0.0605344237676419
2018-11-12,2018-12-07,1,-0.501261,0.548875,0.0684931506849315,22.0853328704834,0.0155698503759322,25,0.4672850737327322,0.0815899262672678
2018-11-13,2018-12-07,0,0.498802,0.525016,0.0657534246575342,22.582000732421875,0.0165495494530135,24,0.4847534808421829,0.040262519157817
2018-11-14,2018-12-07,0,0.497777,0.518763,0.0630136986301369,22.933332443237305,-0.0473245988875952,23,0.4313230982047866,0.0874399017952133
2018-11-15,2018-12-14,1,-0.503079,0.507058,0.0794520547945205,23.229333877563477,-0.0182062559624321,29,0.4537690214813347,0.0532889785186652
2018-11-16,2018-12-07,0,0.496545,0.480596,0.0575342465753424,23.62066650390625,-0.0172776858434474,21,0.3039166116332924,0.1766793883667076
2018-11-19,2018-12-21,0,0.501706,0.530179,0.0876712328767123,23.564666748046875,-0.043134933177392,32,0.4629266660261603,0.0672523339738396
2018-11-20,2018-12-21,1,-0.500248,0.54753,0.084931506849315,23.166000366210938,-0.001021408828827,31,0.448128752905784,0.0994012470942159
2018-11-21,2018-12-21,1,-0.498631,0.536359,0.0821917808219178,22.54599952697754,0.0097508601078464,30,0.4593019961674858,0.0770570038325141
2018-11-23,2018-12-14,0,0.496685,0.595453,0.0575342465753424,21.722000122070312,0.0241145963370545,21,0.344724034806433,0.250728965193567
2018-11-26,2018-12-21,0,0.499212,0.541238,0.0684931506849315,23.066667556762695,-0.0207864250914383,25,0.3366498522187743,0.2045881477812256
2018-11-27,2018-12-21,1,-0.501692,0.542168,0.0657534246575342,22.92799949645996,0.0036127886345126,24,0.3341674900633528,0.2080005099366471
2018-11-28,2019-01-04,0,0.503762,0.533097,0.1013698630136986,23.191333770751953,0.0154869024132591,37,0.4339565745819505,0.0991404254180495
2018-11-29,2018-12-28,1,-0.501333,0.494463,0.0794520547945205,22.744667053222656,-0.0101214599550256,29,0.3309850392765002,0.1634779607234997
2018-11-30,2019-01-04,1,-0.499518,0.515551,0.0958904109589041,23.365333557128903,-0.0535054904604723,35,0.4537970481465337,0.0617539518534662
2018-12-03,2019-01-04,1,-0.498493,0.480598,0.0876712328767123,23.89933204650879,-0.0036667412660127,32,0.3498736180664047,0.1307243819335952
2018-12-04,2019-01-11,0,0.500064,0.497763,0.1041095890410958,23.979999542236328,-0.0018696444027151,38,0.4413664608079662,0.0563965391920338
2018-12-06,2018-12-28,0,0.499283,0.479632,0.0602739726027397,24.20400047302246,0.0094369873711743,22,0.3666130596573607,0.1130189403426393
2018-12-07,2019-01-04,1,-0.502739,0.531567,0.0767123287671232,23.864667892456055,0.0152084597617282,28,0.3538024443785463,0.1777645556214536
2018-12-10,2019-01-11,1,-0.501197,0.521431,0.0876712328767123,24.343332290649418,-0.0253942466511195,32,0.3459422050824662,0.1754887949175337
2018-12-11,2019-01-04,0,0.501429,0.512918,0.0657534246575342,24.450666427612305,-0.0410327192674554,24,0.3765726990921796,0.1363453009078203
2018-12-12,2019-01-04,1,-0.50027,0.503931,0.0630136986301369,24.440000534057617,0.0440246539722469,23,0.4131216712293935,0.0908093287706064
2018-12-13,2019-01-04,1,-0.500495,0.491524,0.0602739726027397,25.11933326721191,0.0116331048653114,22,0.4051867006884923,0.0863372993115076
2018-12-14,2019-01-11,1,-0.499625,0.52081,0.0767123287671232,24.38066673278809,0.0154445504521187,28,0.3984908605943275,0.1223191394056724
2018-12-17,2019-01-11,1,-0.500691,0.56935,0.0684931506849315,23.22800064086914,-0.0127413330423027,25,0.3857900687303888,0.1835599312696112
2018-12-18,2019-01-25,0,0.49276,0.582466,0.1041095890410958,22.468666076660156,0.1025403652516667,38,0.4753363227730759,0.107129677226924
2018-12-19,2019-01-25,1,-0.505158,0.586336,0.1013698630136986,22.197999954223633,0.0203898611316676,37,0.4816130935452925,0.1047229064547074
2018-12-20,2019-01-25,1,-0.502631,0.639451,0.0986301369863013,21.025333404541016,0.0147033525110666,36,0.4723090220782224,0.1671419779217775
2018-12-21,2019-01-18,1,-0.500795,0.613518,0.0767123287671232,21.31800079345703,-0.0109666367500778,28,0.4923914881380057,0.1211265118619942
2018-12-24,2019-01-18,1,-0.494883,0.699263,0.0684931506849315,19.69266700744629,0.0048530368168211,25,0.4894869300465526,0.2097760699534473
2018-12-26,2019-02-01,0,0.49943,0.644335,0.1013698630136986,21.73933219909668,-0.0292565392128368,37,0.4693558172245738,0.1749791827754261
2018-12-27,2019-01-25,1,-0.500827,0.687659,0.0794520547945205,21.07533264160156,0.0340326325455045,29,0.4974806417964312,0.1901783582035688
2018-12-28,2019-02-01,0,0.501426,0.635917,0.0958904109589041,22.257999420166016,-0.0122813224456564,35,0.485453644712357,0.1504633552876429
2018-12-31,2019-02-01,0,0.500379,0.617573,0.0876712328767123,22.18666648864746,0.002976450846215,32,0.4765415542197152,0.1410314457802848
2019-01-02,2019-02-08,0,0.50004,0.683889,0.1013698630136986,20.67466735839844,0.0024826323485552,37,0.4721561255592154,0.2117328744407845
2019-01-03,2019-02-08,1,-0.496861,0.689869,0.0986301369863013,20.02400016784668,0.0373489453432314,36,0.4616611072306073,0.2282078927693926
2019-01-04,2019-02-01,1,-0.503324,0.587875,0.0767123287671232,21.179332733154297,0.0113077358575784,28,0.4691574885774797,0.1187175114225203
2019-01-07,2019-02-08,1,-0.50418,0.657571,0.0876712328767123,22.33066749572754,0.0631191851881689,32,0.4882897262712579,0.169281273728742
2019-01-08,2019-02-08,1,-0.50358,0.65646,0.084931506849315,22.356666564941406,-0.0605041625322419,31,0.5125576569170183,0.1439023430829817
2019-01-09,2019-02-08,1,-0.499802,0.657207,0.0821917808219178,22.568666458129883,-0.0071949836717747,30,0.5190668507462224,0.1381401492537776
2019-01-10,2019-02-08,1,-0.5072,0.659044,0.0794520547945205,22.99799919128418,-0.0244876221590411,29,0.5299257166305564,0.1291182833694435
2019-01-11,2019-02-08,1,-0.496039,0.63576,0.0767123287671232,23.15066719055176,0.0137534720024948,28,0.5375864333482593,0.0981735666517407
2019-01-14,2019-02-08,0,0.500176,0.66446,0.0684931506849315,22.293333053588867,-0.0073256247860974,25,0.5374363864367323,0.1270236135632677
2019-01-15,2019-02-08,0,0.497295,0.645954,0.0657534246575342,22.961999893188477,0.0094608945264445,24,0.5377736075670501,0.1081803924329499
2019-01-16,2019-02-22,1,-0.50029,0.581499,0.1013698630136986,23.06999969482422,-0.0055821275337719,37,0.4776877586668211,0.1038112413331788
2019-01-17,2019-02-22,0,0.50566,0.572385,0.0986301369863013,23.15399932861328,0.0330851466718185,36,0.487497584905756,0.0848874150942439
2019-01-18,2019-02-08,1,-0.501275,0.744873,0.0575342465753424,20.15066719055176,-0.075292234116976,21,0.5006342088896683,0.2442387911103317
2019-01-22,2019-02-15,1,-0.500704,0.784328,0.0657534246575342,19.92799949645996,-0.0171725012241355,24,0.578612010453236,0.205715989546764
2019-01-23,2019-02-15,0,0.500307,0.749319,0.0630136986301369,19.172666549682617,0.0219632168547916,23,0.4864996881557319,0.262819311844268
2019-01-24,2019-02-22,1,-0.497844,0.70819,0.0794520547945205,19.43400001525879,-0.0201883422205498,29,0.5465553603096921,0.1616346396903079
2019-01-25,2019-02-22,1,-0.499653,0.671826,0.0767123287671232,19.80266761779785,0.0154521653854965,28,0.544169868193403,0.127656131806597
2019-01-28,2019-03-01,1,-0.496887,0.688579,0.0876712328767123,19.7586669921875,-0.0490957821558138,32,0.5571071681164123,0.1314718318835878
2019-01-29,2019-02-22,0,0.5006,0.730203,0.0657534246575342,19.83066749572754,-0.0059783650788949,24,0.5003114433867362,0.2298915566132638
2019-01-30,2019-03-01,1,-0.500172,0.675633,0.0821917808219178,20.584667205810547,-0.0030026831172518,30,0.5466258409545726,0.1290071590454274
2019-01-31,2019-02-22,0,0.498532,0.514996,0.0602739726027397,20.468000411987305,0.051177637866392,22,0.5304766797842935,-0.0154806797842934
2019-02-01,2019-03-01,1,-0.495538,0.494541,0.0767123287671232,20.81399917602539,0.0308915673688182,28,0.499401558807915,-0.004860558807915
2019-02-04,2019-03-01,0,0.5018,0.471513,0.0684931506849315,20.85933303833008,0.0319800306701371,25,0.5177741129970457,-0.0462611129970456
2019-02-05,2019-03-15,1,-0.497544,0.453587,0.1041095890410958,21.42333221435547,0.0203275427331449,38,0.5367003602657597,-0.0831133602657597
2019-02-06,2019-03-08,1,-0.496859,0.445547,0.0821917808219178,21.14800071716309,-0.0354561290895127,30,0.504258894062946,-0.0587118940629459
2019-02-07,2019-03-01,0,0.498321,0.457507,0.0602739726027397,20.500667572021484,0.0603226540914678,22,0.5499040325334932,-0.0923970325334931
2019-02-08,2019-03-01,1,-0.500937,0.447792,0.0575342465753424,20.38666725158691,0.0143950897510657,21,0.5210969543504028,-0.0733049543504028
2019-02-11,2019-03-22,0,0.499028,0.470183,0.1068493150684931,20.856000900268555,0.0092902304368579,39,0.5362238543733603,-0.0660408543733602
2019-02-12,2019-03-15,1,-0.499599,0.456699,0.084931506849315,20.78733253479004,-0.0531632421550168,31,0.5338381839999496,-0.0771391839999496
2019-02-13,2019-03-22,0,0.497343,0.462517,0.1013698630136986,20.544666290283203,0.0260197773875947,37,0.507807313614051,-0.0452903136140509
2019-02-14,2019-03-22,1,-0.499228,0.467213,0.0986301369863013,20.251333236694336,-0.0060060572674679,36,0.5131929065122077,-0.0459799065122077
2019-02-15,2019-03-08,0,0.496551,0.427249,0.0575342465753424,20.525333404541016,-0.0175280359772539,21,0.5571817706478679,-0.1299327706478679
2019-02-19,2019-03-15,1,-0.495531,0.439077,0.0657534246575342,20.375999450683594,0.0539472280491302,24,0.5477375512298638,-0.1086605512298637
2019-02-20,2019-03-15,1,-0.502782,0.463637,0.0630136986301369,20.17066764831543,-0.0305616787062955,23,0.5703454938847227,-0.1067084938847226
2019-02-21,2019-03-29,0,0.499283,0.478922,0.0986301369863013,19.415332794189453,0.0586312432136322,36,0.5469377366834144,-0.0680157366834143
2019-02-22,2019-03-29,0,0.502681,0.452735,0.0958904109589041,19.6473331451416,-0.0235671982135128,35,0.5598850381012181,-0.1071500381012181
2019-02-25,2019-04-05,1,-0.499593,0.457373,0.1068493150684931,19.917999267578125,-0.0723780140301147,39,0.564598225870459,-0.107225225870459
2019-02-26,2019-03-22,0,0.500291,0.460462,0.0657534246575342,19.857332229614254,0.0114934987143089,24,0.5781501347922997,-0.1176881347922997
2019-02-27,2019-03-22,0,0.498747,0.465162,0.0630136986301369,20.982667922973633,0.0516183345958121,23,0.6032899939605594,-0.1381279939605593
2019-02-28,2019-03-22,1,-0.502427,0.480751,0.0602739726027397,21.32533264160156,-0.0295169076908524,22,0.599052615217548,-0.118301615217548
2019-03-01,2019-03-22,0,0.499157,0.517487,0.0575342465753424,19.652666091918945,-0.0225078370282819,21,0.6199029533138176,-0.1024159533138175
2019-03-04,2019-04-05,0,0.501151,0.573204,0.0876712328767123,19.02400016784668,-0.0104707808207426,32,0.584822652693981,-0.0116186526939809
2019-03-05,2019-03-29,0,0.498269,0.556109,0.0657534246575342,18.43600082397461,-0.0248492221366817,24,0.5892126518064638,-0.0331036518064637
2019-03-06,2019-04-05,1,-0.497895,0.562128,0.0821917808219178,18.416000366210938,-0.0090416555431475,30,0.5563774114138028,0.0057505885861971
2019-03-07,2019-04-05,0,0.500221,0.57264,0.0794520547945205,18.439332962036133,-0.0371174422897325,29,0.5705948392463913,0.0020451607536087
2019-03-08,2019-04-05,1,-0.496279,0.561672,0.0767123287671232,18.94266700744629,-0.0461972131901277,28,0.5769072528546345,-0.0152352528546345
2019-03-11,2019-04-12,0,0.499588,0.529242,0.0876712328767123,19.39466667175293,-0.0386066390224287,32,0.5695019257904694,-0.0402599257904694
2019-03-12,2019-04-12,0,0.50066,0.544396,0.084931506849315,18.89066696166992,0.065265729435505,31,0.6065186210157631,-0.0621226210157631
2019-03-13,2019-04-12,0,0.500877,0.529087,0.0821917808219178,19.263999938964844,-0.1043616406997213,30,0.6725893191701833,-0.1435023191701833
2019-03-14,2019-04-05,1,-0.496402,0.542639,0.0602739726027397,19.33066749572754,-0.1040650092615061,22,0.7502036054597628,-0.2075646054597628
2019-03-15,2019-04-18,1,-0.505245,0.532686,0.0931506849315068,18.36199951171875,-0.0037457958683397,34,0.698195863350305,-0.165509863350305
2019-03-18,2019-04-26,0,0.498234,0.563325,0.1068493150684931,17.965999603271484,-0.0009734348560735,39,0.6589156180593277,-0.0955906180593277
2019-03-19,2019-04-26,1,-0.498665,0.580126,0.1041095890410958,17.83133316040039,-0.0745736461200801,38,0.6856968085891929,-0.1055708085891928
2019-03-20,2019-04-18,0,0.50051,0.55772,0.0794520547945205,18.239999771118164,-0.0479772739232041,29,0.7287518156847286,-0.1710318156847285
2019-03-21,2019-04-18,1,-0.500788,0.560964,0.0767123287671232,18.26799964904785,0.0125807529968812,28,0.7044985183774594,-0.1435345183774593
2019-03-22,2019-04-18,0,0.502469,0.5829,0.073972602739726,17.635332107543945,0.0208253322440575,27,0.7133169846386886,-0.1304169846386886
2019-03-25,2019-04-26,0,0.499832,0.595921,0.0876712328767123,17.3613338470459,-0.0716364623305576,32,0.7226949439114237,-0.1267739439114237
2019-03-26,2019-05-03,1,-0.494051,0.601489,0.1041095890410958,17.851333618164062,0.009432465746952,38,0.7089963529376021,-0.107507352937602
2019-03-27,2019-05-03,1,-0.499809,0.594471,0.1013698630136986,18.32200050354004,-0.0027554627983875,37,0.692074395917746,-0.097603395917746
2019-03-28,2019-04-26,1,-0.503202,0.555362,0.0794520547945205,18.57466697692871,-0.0361092045256131,29,0.7026432682874271,-0.147281268287427
2019-03-29,2019-05-03,0,0.50101,0.629132,0.0958904109589041,18.65733337402344,0.0077110279637398,35,0.6686602175031199,-0.0395282175031198
2019-04-01,2019-04-26,1,-0.500872,0.564542,0.0684931506849315,19.278667449951172,-0.0576545792780025,25,0.6683947869225343,-0.1038527869225343
2019-04-02,2019-05-10,0,0.494616,0.595994,0.1041095890410958,19.058666229248047,-0.0243521549982792,38,0.6799987196499345,-0.0840047196499345
2019-04-03,2019-05-03,0,0.497104,0.622813,0.0821917808219178,19.45400047302246,0.0294690769600994,30,0.6850601353413266,-0.0622471353413266
2019-04-04,2019-05-10,0,0.501446,0.616157,0.0986301369863013,17.851999282836914,-0.0499788410853413,36,0.6704063137667259,-0.0542493137667259
2019-04-05,2019-04-26,1,-0.503333,0.52732,0.0575342465753424,18.33066749572754,0.1305899922066516,21,0.8829133779570693,-0.3555933779570692
2019-04-08,2019-05-10,1,-0.506091,0.562359,0.0876712328767123,18.213333129882812,-0.0111021598331739,32,0.7614332129656183,-0.1990742129656182
2019-04-09,2019-05-03,0,0.505301,0.592159,0.0657534246575342,18.15399932861328,-0.0777264027720726,24,0.847650511005758,-0.2554915110057579
2019-04-10,2019-05-10,1,-0.502399,0.552287,0.0821917808219178,18.40399932861328,-0.0325532612781617,30,0.757619030593227,-0.205332030593227
2019-04-11,2019-05-10,1,-0.500985,0.588191,0.0794520547945205,17.89466667175293,0.1211382581039889,29,0.8772619429218744,-0.2890709429218744
2019-04-12,2019-05-10,0,0.491885,0.587915,0.0767123287671232,17.84666633605957,0.0177066754743992,28,0.898521925274083,-0.310606925274083
2019-04-15,2019-05-10,1,-0.500074,0.606787,0.0684931506849315,17.7586669921875,0.0930231192814889,25,0.9975559776678856,-0.3907689776678855
2019-04-16,2019-05-24,1,-0.495398,0.546682,0.1041095890410958,18.224000930786133,0.0016704490129968,38,0.8532841087167677,-0.3066021087167677
2019-04-17,2019-05-17,0,0.500109,0.559946,0.0821917808219178,18.082000732421875,0.0839648383507435,30,0.962299201970925,-0.4023532019709249
2019-04-18,2019-05-24,0,0.500184,0.545949,0.0986301369863013,18.21733283996582,0.0023992055582816,36,0.8802262570561321,-0.3342772570561321
2019-04-22,2019-05-24,0,0.499912,0.59798,0.0876712328767123,17.516666412353516,0.048336805001315,32,0.9441523651235654,-0.3461723651235654
2019-04-23,2019-05-17,1,-0.500193,0.610553,0.0657534246575342,17.593332290649414,-0.0055331022571327,24,0.8944992241904114,-0.2839462241904114
2019-04-24,2019-05-24,1,-0.499248,0.577556,0.0821917808219178,17.243999481201172,0.0261226114048625,30,0.940347254112738,-0.3627912541127379
2019-04-25,2019-05-17,0,0.499441,0.518822,0.0602739726027397,16.5086669921875,0.0417982813013122,22,0.8762912999451847,-0.3574692999451847
2019-04-26,2019-05-24,0,0.50314,0.547026,0.0767123287671232,15.675999641418455,0.0647730934033836,28,0.888479493421639,-0.341453493421639
2019-04-29,2019-06-07,1,-0.500585,0.503272,0.1068493150684931,16.097999572753906,-0.0318333811609519,39,0.8870981713925395,-0.3838261713925395
2019-04-30,2019-06-07,0,0.499487,0.499545,0.1041095890410958,15.912667274475098,0.0034533869482483,38,0.8970903109183261,-0.3975453109183261
2019-05-01,2019-06-07,1,-0.499307,0.510479,0.1013698630136986,15.600666999816896,0.0326712720115578,37,0.9004930433387653,-0.3900140433387653
2019-05-02,2019-06-07,0,0.498806,0.470226,0.0986301369863013,16.273332595825195,0.0145197548684523,36,0.8912450726162714,-0.4210190726162714
2019-05-03,2019-06-07,0,0.503058,0.45712,0.0958904109589041,17.00200080871582,0.0658052089735386,35,0.8184882805928961,-0.3613682805928961
2019-05-06,2019-05-31,0,0.49827,0.451783,0.0684931506849315,17.022666931152344,-0.0008214584254522,25,0.8477433120561392,-0.3959603120561392
2019-05-07,2019-06-07,0,0.500767,0.484394,0.084931506849315,16.470666885375977,0.0,31,0.8172389497890992,-0.3328449497890992
2019-05-08,2019-06-07,0,0.497808,0.466867,0.0821917808219178,16.32266616821289,-0.0739025231812768,30,0.833176713458165,-0.366309713458165
2019-05-09,2019-06-14,0,0.498592,0.465857,0.0986301369863013,16.131999969482422,0.0114915152569921,36,0.8058844546719309,-0.3400274546719309
2019-05-10,2019-06-14,1,-0.505862,0.455256,0.0958904109589041,15.968000411987305,-0.0003280527056265,35,0.8029854141285414,-0.3477294141285414
2019-05-13,2019-06-21,0,0.501939,0.485843,0.1068493150684931,15.133999824523926,0.0018575995078746,39,0.8021364394291906,-0.3162934394291905
2019-05-14,2019-06-14,0,0.498139,0.455161,0.084931506849315,15.487333297729492,-0.0753095289310655,31,0.8460385550611317,-0.3908775550611317
2019-05-15,2019-06-21,1,-0.505722,0.443707,0.1013698630136986,15.463333129882812,-0.0120790654034431,37,0.8123873336089144,-0.3686803336089143
2019-05-16,2019-06-07,1,-0.501305,0.439358,0.0602739726027397,15.222000122070312,0.0708220220403347,22,0.655484440184846,-0.2161264401848459
2019-05-17,2019-06-21,0,0.495003,0.543307,0.0958904109589041,14.0686674118042,0.0164028100878596,35,0.8135598033292111,-0.2702528033292111
2019-05-20,2019-06-14,1,-0.494453,0.5711,0.0684931506849315,13.690667152404783,0.0202660346606497,25,0.6645717726212106,-0.0934717726212105
2019-05-21,2019-06-14,1,-0.498887,0.578835,0.0657534246575342,13.67199993133545,0.0393400499385878,24,0.6315491068678574,-0.0527141068678573
2019-05-22,2019-06-14,1,-0.494171,0.650823,0.0630136986301369,12.84866714477539,-0.0180091602853345,23,0.606447464274802,0.044375535725198
2019-05-23,2019-06-28,1,-0.501398,0.653046,0.0986301369863013,13.03266716003418,0.0259499948304417,36,0.7798236808255085,-0.1267776808255084
2019-05-24,2019-06-28,1,-0.501104,0.667511,0.0958904109589041,12.708666801452637,-0.0271552022425096,35,0.7785837853257348,-0.1110727853257348
2019-05-28,2019-07-05,1,-0.492042,0.660263,0.1041095890410958,12.579999923706056,-0.0713288882321263,38,0.797967715961261,-0.137704715961261
2019-05-29,2019-07-05,1,-0.510718,0.630674,0.1013698630136986,12.657333374023438,0.0743653903535827,37,0.8060224463167768,-0.1753484463167768
2019-05-30,2019-07-05,0,0.496028,0.625123,0.0986301369863013,12.54800033569336,0.0297668545677432,36,0.7536929433229467,-0.1285699433229467
2019-05-31,2019-06-28,0,0.50541,0.61069,0.0767123287671232,12.343999862670898,0.0513770098221222,28,0.6490530248377268,-0.0383630248377268
2019-06-03,2019-07-05,1,-0.500855,0.643688,0.0876712328767123,11.9313325881958,0.037092081982256,32,0.6524771253634163,-0.0087891253634162
2019-06-04,2019-07-12,1,-0.496811,0.619117,0.1041095890410958,12.90666675567627,-0.0015338580999043,38,0.7018652048631937,-0.0827482048631936
2019-06-05,2019-07-05,1,-0.497469,0.640651,0.0821917808219178,13.105999946594238,0.0580108949497556,30,0.6450777073700307,-0.0044267073700307
2019-06-06,2019-07-12,0,0.500986,0.64274,0.0986301369863013,13.729999542236328,-0.0012298580156589,36,0.6289042215017251,0.0138357784982748
2019-06-07,2019-07-05,0,0.503534,0.638972,0.0767123287671232,13.633333206176758,0.0042977349472311,28,0.6276230731648236,0.0113489268351764
2019-06-10,2019-07-12,1,-0.507314,0.632712,0.0876712328767123,14.19200038909912,-0.0151234465962717,32,0.6284844793200859,0.0042275206799141
2019-06-11,2019-07-05,1,-0.49407,0.668115,0.0657534246575342,14.473333358764648,-0.0020011878357876,24,0.6509999645078057,0.0171150354921942
2019-06-12,2019-07-12,0,0.502769,0.630131,0.0821917808219178,13.95066738128662,-0.0099316399621488,30,0.6129427434359204,0.0171882565640796
2019-06-13,2019-07-12,1,-0.504762,0.609409,0.0794520547945205,14.260666847229004,-0.0515252119209934,29,0.6425639652481033,-0.0331549652481033
2019-06-14,2019-07-05,1,-0.50082,0.619091,0.0575342465753424,14.32800006866455,0.0149877241070856,21,0.5965271895737981,0.0225638104262018
2019-06-17,2019-07-26,0,0.503066,0.651536,0.1068493150684931,15.001999855041504,-0.0339594599796648,39,0.604128584838981,0.0474074151610189
2019-06-18,2019-07-26,1,-0.501032,0.639298,0.1041095890410958,14.982666969299316,0.0687869852200592,38,0.6298562925347718,0.0094417074652282
2019-06-19,2019-07-19,0,0.499613,0.583746,0.0821917808219178,15.095333099365234,-0.0083666945003438,30,0.6455744811708075,-0.0618284811708075
2019-06-20,2019-07-12,0,0.49953,0.614778,0.0602739726027397,14.641332626342772,-0.0038221656467324,22,0.6020641212251954,0.0127138787748046
2019-06-21,2019-07-19,1,-0.50091,0.587119,0.0767123287671232,14.790666580200195,-0.0677074311796614,28,0.662434764873852,-0.075315764873852
2019-06-24,2019-07-26,1,-0.497628,0.622254,0.0876712328767123,14.90933322906494,0.0784541057991849,32,0.6530272095589245,-0.0307732095589244
2019-06-25,2019-07-19,0,0.499721,0.579697,0.0657534246575342,14.650667190551758,-0.0204125716044126,24,0.6658528315968804,-0.0861558315968803
2019-06-26,2019-08-02,1,-0.50423,0.66212,0.1013698630136986,14.618000030517578,-0.0034122110102535,37,0.6445485711158531,0.0175714288841469
2019-06-27,2019-08-02,0,0.499657,0.661387,0.0986301369863013,14.855999946594238,0.0294018658435769,36,0.6572794127882458,0.0041075872117541
2019-06-28,2019-07-26,0,0.498845,0.659873,0.0767123287671232,14.897333145141602,0.0004932430962922,28,0.6282284146505531,0.0316445853494469
